gender,age,location,member_since,cities_visited,contributions,tags,popup_text
,,,2012,9,9,[],Keith M Level 2 Contributor Send Message Tripadvisor member since 2012 9 Contributions 9 Cities visited 7 Helpful votes REVIEW DISTRIBUTION Excellent 8 Very good 0 Average 0 Poor 1 Terrible 0
