gender,age,location,member_since,cities_visited,contributions,tags,popup_text
,,,2012,15,3,[],Michael M Level 1 Contributor Send Message Tripadvisor member since 2012 3 Contributions 15 Cities visited 2 Helpful votes REVIEW DISTRIBUTION Excellent 3 Very good 0 Average 0 Poor 0 Terrible 0
