gender,age,location,member_since,cities_visited,contributions,tags,popup_text
,,Athens-Greece,2019,6,6,[],Greg N Level 2 Contributor Send Message Tripadvisor member since 2019 From Athens-Greece 6 Contributions 6 Cities visited REVIEW DISTRIBUTION Excellent 6 Very good 0 Average 0 Poor 0 Terrible 0
