reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Fishing Trips Thassos,I had a great time it was something special and you have to try it because it's something monastic and amazing!!!!!,Date of experience: July 2019,Fishing Trips Thassos,5,"Thásos, Greece"
Traditional fishing trips!,I had a great time it was something special and you have to try it because it's something monastic..,Date of experience: July 2019,Fishing Βoat Thassos,5,"Thásos, Greece"
