reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Great trip with the whole family!,"We had a great day at the sea with skipper Dimitris. Great spots, great service and great food (he even arranged a gluten free alternative for one passenger). He has snorkels onboard for everyone and drinks are included. The boat is clean and cozy.
Enjoy!",Date of experience: July 2019,SFT Skiathos Fishing Trips,5,"Skiathos, Greece"
Sensommarfest i skärgårdsidyll,"Jag hade 30-års fest ute på Storholmens Sjökrog och det upplevde alla mina förväntningar. Maten, servicen och omhändertagandet kunde inte ha varit bättre. Skulle gärna ha fest där ute igen!",Date of visit: September 2016,Storholmen Sjokrog,5,"Lidingo, Sweden"
