reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Thank you Hampton Inns for your customer service.,We were extremely impressed with the staff and cleanliness of this hotel. The lobby the decorated better than most homes. We always stay with Hampton Inns on our journeys and have never been disappointed.,Date of stay: January 2020,Hampton Inn - Warner Robins,5,"Warner Robins, Georgia"
Mrs,"The highlight of our trip. Our captain met our every desire. Caught enough fish to feed an army. The lunch was wonderful.
I would recommend this trip to everyone for the most delightful day on the sea you will ever experience.",Date of experience: June 2019,Poseidon Fishing Trips,5,"Poros, Greece"
