reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Fishing trip,"Meet the traditional fisherman Savvas and Stergos, get on boat, start exploring the sea and catch your fish with the fishing rods!",Date of experience: May 2017,Sostis & Saratonga Faliraki Fishing Trips,5,"Rhodes, Greece"
Fishing,The best boat for fishing trips.The captain was very helpfull.I learn right how to fish.The atmosphere was very good.The trip was entertaining and relaxing .It well worth it!! :),Date of experience: August 2016,Sostis & Saratonga Faliraki Fishing Trips,5,"Rhodes, Greece"
