reviewTitle,reviewDetails,reviewDate,reviewFor,reviewRating,reviewLocation
Amazing!,"It was the best day from all the vacation! Captain Nikolas and his father are 2 special persons that it's hard to find this days .
Great experience ! I'll be back for sure.",Date of experience: August 2020,Captain Nikolas,5,"Mykonos, Greece"
