reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Let the pedal see the metal,"Boss venue and our instructor Ben was excellent, great advice and tips from him , safety first , defo come back",Date of experience: August 2019,TeamSport Indoor Go Karting Liverpool,5,"Liverpool, United Kingdom"
Fishing trip,"Had an awesome day , friendly staff superb salad and perfectly bbq fish , highly recommended . Good value for money comfortable boat also",Date of experience: July 2019,Makarounas Fishing Trip Rhodes,5,"Rhodes, Greece"
Paul hunter,"We all had a totally awesome day , Segway experience was cool, great circuit, great staff, great coaching and facilities",Date of experience: April 2016,Mad-Renaline Activities,5,"Heaton, United Kingdom"
