reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Great meal,Not only is Jordan a great frontman but the food was amazing. The place is clean friendly and reasonably priced keep it up Jordy.,Date of visit: May 2019,Jordan's Meat...ing Steak House / Grill Bar,5,"Milos, Greece"
Great real experience,"My girlfriend and I hade the most fantastic experience on board a real Greek fishing boat with a real Greek skipper and the freshest fish cooked by a real Greek lady ! The best day of the holiday fishing,eating ,drinking, swimming and chatting o and tanning THANKS NIKO !",Date of experience: May 2019,Milos Fishing Experience,5,"Milos, Greece"
