reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Lovely day.,We had such a great time! The sun was out the staff were lovely and we so thankful for making our day so special,Date of experience: September 2019,Makarounas Fishing Trip Rhodes,4,"Rhodes, Greece"
Lovely and good experience,We really enjoyed how informative it was and it was a good length! Great experience and lovely place,Date of experience: January 2020,Adnams 'Make Your Own Gin' Experience - Southwold,4,"Southwold, United Kingdom"
Mini break,,Date of stay: July 2020,Chichester Lakeside Holiday Park,4,"Chichester, United Kingdom"
