reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Fantastisch!,"Zeer ruime, comfortabele en brandschone kamer. Geweldige locatie op slechts een paar minuten lopen van het centrum. De gastheer is geweldig. Ontzettend vriendelijk, gastvrij, verwelkomend en zijn zelfgemaakte ontbijt met veel keuzes is heerlijk! Wij komen hier zeker terug!",Date of stay: July 2019,Hazelbrook Bed & Breakfast,5,"Westport, Ireland"
Best fishing trip on Rhodes,The best way to spend a day on the water catching your own food with a small group of people and incredible friendly staff!,Date of experience: April 2019,Makarounas Fishing Trip Rhodes,5,"Rhodes, Greece"
