reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
A great day out!,"Thoroughly enjoyed our day fishing,swimming, eating and drinking. Very well looked after with coffee and cake first thing in the morning and a seafood feast for lunch, washes down with home made wine.",Date of experience: June 2019,Fishing Tourism Kefalonia Michalis,5,"Cephalonia, Greece"
"Burgers, beats & good times.","Top notch food as always, best burger around! Really like the house pilsner also. Quick and friendly service.",Date of visit: December 2018,Meat59,5,"Torquay, United Kingdom"
Wedding,"Recently visited for friends wedding and cannot recomendable enough, great service & food. As a venue it’s fantastic, a very luxurious feel.",Date of visit: October 2018,Hamiltons Club,5,"Torquay, United Kingdom"
