reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Awsome fishing,Beautiful boat the guys onborad are fantastic fishingman very welcoming and put you on the fish straight away beer was lovely and the food was amazing very highly recommended and if I was to come back I would go straight to them,Date of experience: May 2018,Makarounas Fishing Trip Rhodes,5,"Rhodes, Greece"
Mr,Always a warm welcome when we enter. food is quick and very tasty and brought to us with a smile try the mixed sizzler platter beef is tender and juicey and you can't fault the service.,Date of visit: September 2016,Golden House,5,"Minehead, United Kingdom"
