reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Wonderful place,"Had a good 2 weeks. Hotel is very clean and staff is very friendly.
Hotel is very well situated!
Only one thing to complain is the food. It was not my taste all the time! My suggestion, make it more simple!",Date of stay: May 2019,Sunshine Rhodes Hotel,5,"Rhodes, Greece"
Highly recommend,"Very good service and we had a wonderful time with ATVs.
ATV was very good way for going around and they’re machines where perfect!",Date of experience: May 2019,RoadRunner Moto,5,"Rhodes, Greece"
Highly recommended ❤️,"Highlight to our trip.

Really recommend to everyone!!!

Best wishes to the crew, they where very nice and made sure that all the passengers got a trip of a lifetime. BEST food in RHODOS.",Date of experience: May 2019,Makarounas Fishing Trip Rhodes,5,"Rhodes, Greece"
