reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
"Amazing place, already looking to go back! 5*","Amazing food and atmosphere. Loads of top quality, locally sourced ingredients which made the whole experience so much more authentic. The staff are amazing, and very welcoming. One of my favourite places I’ve visited. Looking forward to returning.",Date of visit: September 2020,The Orchard Kitchen,5,"Buckfastleigh, United Kingdom"
Fishing Trip,We had an amazing time and it was great to be on the boat as the sun set. The crew were amazing and we laughed lots. Would definitely recommend and good value for money.,Date of experience: August 2019,Fishing Trips Thassos,5,"Thásos, Greece"
