reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Great day,Amazing tour in zante 100% recommend George and the crew are amazing!! We went early morning and spend the day sea fishing and stopped at swimming spots. Eat fresh fish on board and stopped at a cafe by the sea,Date of experience: September 2020,Zante Fishing Tours,5,"Zakynthos, Greece"
Great trip,"Loved the trip with George and the crew!
Got the 7.30 start and was well worth it
Had multiple swimming stops and even cooked seafood that was caught along the trip! A must do day trip for everyone involved!
Cheers George",Date of experience: September 2018,Zante Fishing Tours,5,"Zakynthos, Greece"
