reviewTitle,review_details,reviewDate,reviewFor,reviewRating,reviewLocation
Having so much fun!,Captain Dimitris and his boat Alexandros traveled us to the most stunning and fantastic beaches and water of Skiathos island and to some other small islands! We explored and we dive and my friends and I we loved this experience!! Thank you so much!!!,Date of experience: July 2017,SFT Skiathos Fishing Trips,5,"Skiathos, Greece"
Amazing juices!!,"The best juice I ever had, hard to find... With fresh summer fruits and a little dark chocolate! Really love it the barman was really good and put passion and ""Greek meraki"" in his work!! Thank you!",Date of experience: June 2017,Bazaki,5,"Crete, Greece"
