gender,age,location,member_since,cities_visited,contributions,tags,popup_text
,,Bristol-United Kingdom,2018,2,,[],coologine Send Message Tripadvisor member since 2018 From Bristol-United Kingdom 1 Contribution 2 Cities visited 1 Helpful vote
