gender,age,location,member_since,cities_visited,contributions,tags,popup_text
,,,2013,96,9,[],Georgios S Level 2 Contributor Send Message Tripadvisor member since 2013 9 Contributions 96 Cities visited 5 Helpful votes REVIEW DISTRIBUTION Excellent 9 Very good 0 Average 0 Poor 0 Terrible 0
