gender,age,location,member_since,cities_visited,contributions,tags,popup_text
,,Baltimore-Maryland,2012,36,59,[],mcpathens12 Level 5 Contributor Tripadvisor member since 2012 From Baltimore-Maryland 59 Contributions 36 Cities visited 30 Helpful votes 27 Photos REVIEW DISTRIBUTION Excellent 32 Very good 22 Average 4 Poor 0 Terrible 1
