,reviewer_profile,date,rating,title,text
0,https://www.tripadvisor.com/Profile/618octavianp,September 2020,2,Poor experience,"If you do not know much about fishing,it's ok overall but if you expect some jigging action or some lure fishing,big down,big.The price is huge too."
