,reviewer_profile,date,rating,title,text
0,https://www.tripadvisor.com/Profile/977charal,August 2019,5,Best boat trip ever!,"We are a couple that really enjoy boat trips and we have tried several in many countries. These guys were the best ever. Very knowledgable of the area, excellent command of the language, friendly professional and polite. The food on the boat was simple yet amazing, the most fresh fish you will ever get, with tomatoes with the best aromas and local tsipouro. It was a traditional fishing experience with swimming in private beaches with crystal waters and snorkelling. Absolutely recommend it! I wish there were more than 5 stars!…"
