,badge,subtext
0,New Reviewer,1 Review
1,Helpful Reviewer,1 Vote
2,Readership,100 Readers
3,Readership,500 Readers
4,Readership,"1,000 Readers"
5,Explorer,1 Review
6,Readership,"5,000 Readers"
