,badge,subtext
0,New Reviewer,1 Review
1,Reviewer,3 Reviews
2,Readership,100 Readers
3,Restaurant Expert ,Level 1
4,Readership,500 Readers
5,Readership,"1,000 Readers"
6,Passport,4 Cities
