,badge,subtext
0,New Reviewer,1 Review
1,Helpful Reviewer,1 Vote
2,Readership,100 Readers
3,Helpful Reviewer,5 Votes
4,Readership,500 Readers
5,Readership,"1,000 Readers"
6,Passport,2 Cities
