,badge,subtext
0,New Reviewer,1 Review
1,New Photographer,1 Photo
2,Reviewer,3 Reviews
3,Readership,100 Readers
4,Restaurant Expert ,Level 2
5,Senior Reviewer,5 Reviews
6,Readership,500 Readers
7,Readership,"1,000 Readers"
8,Passport,7 Cities
9,Readership,"5,000 Readers"
10,Readership,"10,000 Readers"
11,Readership,"15,000 Readers"
12,Readership,"20,000 Readers"
