,badge,subtext
0,New Reviewer,1 Review
1,Reviewer,3 Reviews
2,Readership,100 Readers
3,Restaurant Expert ,Level 1
4,Attraction Expert,Level 1
5,Senior Reviewer,5 Reviews
6,Readership,500 Readers
7,Readership,"1,000 Readers"
8,Explorer,2 Reviews
9,Passport,3 Cities
