,badge,subtext
0,New Reviewer,1 Review
1,New Photographer,1 Photo
2,Reviewer,3 Reviews
3,Helpful Reviewer,1 Vote
4,Readership,100 Readers
5,Restaurant Expert ,Level 2
6,Attraction Expert,Level 1
7,Senior Reviewer,5 Reviews
8,Readership,500 Readers
9,Readership,"1,000 Readers"
10,Contributor,10 Reviews
11,Explorer,3 Reviews
12,Passport,11 Cities
