,badge,subtext
0,New Reviewer,1 Review
1,New Photographer,1 Photo
2,Reviewer,3 Reviews
3,Beginner Photographer,3 Photos
4,Helpful Reviewer,1 Vote
5,Readership,100 Readers
6,Restaurant Expert ,Level 4
7,Senior Reviewer,5 Reviews
8,Readership,500 Readers
9,Readership,"1,000 Readers"
10,Contributor,10 Reviews
11,Explorer,3 Reviews
12,Passport,11 Cities
13,Readership,"5,000 Readers"
