,badge,subtext
0,New Reviewer,1 Review
1,Reviewer,3 Reviews
2,Readership,100 Readers
3,Attraction Expert,Level 1
4,Senior Reviewer,5 Reviews
5,Readership,500 Readers
6,Readership,"1,000 Readers"
7,Explorer,1 Review
8,Passport,4 Cities
